"","","","","",""
"22P35A0218","R2031024","CONTROL SYSTEMS LAB","13","A","1.5"
"22P35A0218","R2031025","POWER ELECTRONICS LAB","12","A","1.5"
"22P35A0218","R2031026","SOFT SKILL COURSE:EMPLOYABILITY SKILLS","0","A","2"
"22P35A0218","R2031027","ENVIRONMENTAL SCIENCE","26","COMPLE","0"
"22P35A0218","R2031028","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"22P35A0218","R203102B","UTILIZATION OF ELECTRICAL ENERGY","22","E","3"
"22P35A0218","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","F","0"
"22P35A0219","R2031021","POWER SYSTEMS-II","18","E","3"
"22P35A0219","R2031022","POWER ELECTRONICS","18","F","0"
"22P35A0219","R2031023","CONTROL SYSTEMS","23","E","3"
"22P35A0219","R2031024","CONTROL SYSTEMS LAB","14","A+","1.5"
"22P35A0219","R2031025","POWER ELECTRONICS LAB","13","A+","1.5"
"22P35A0219","R2031026","SOFT SKILL COURSE:EMPLOYABILITY SKILLS","0","A+","2"
"22P35A0219","R2031027","ENVIRONMENTAL SCIENCE","29","COMPLE","0"
"22P35A0219","R2031028","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"22P35A0219","R203102B","UTILIZATION OF ELECTRICAL ENERGY","23","D","3"
"22P35A0219","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","20","E","3"
"22P35A0220","R2031021","POWER SYSTEMS-II","20","C","3"
"22P35A0220","R2031022","POWER ELECTRONICS","20","D","3"
"22P35A0220","R2031023","CONTROL SYSTEMS","25","B","3"
"22P35A0220","R2031024","CONTROL SYSTEMS LAB","15","A+","1.5"
"22P35A0220","R2031025","POWER ELECTRONICS LAB","14","A+","1.5"
"22P35A0220","R2031026","SOFT SKILL COURSE:EMPLOYABILITY SKILLS","0","A+","2"
"22P35A0220","R2031027","ENVIRONMENTAL SCIENCE","28","COMPLE","0"
"22P35A0220","R2031028","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"22P35A0220","R203102B","UTILIZATION OF ELECTRICAL ENERGY","21","C","3"
"22P35A0220","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","20","C","3"
"22P35A0221","R2031021","POWER SYSTEMS-II","20","E","3"
"22P35A0221","R2031022","POWER ELECTRONICS","19","D","3"
"22P35A0221","R2031023","CONTROL SYSTEMS","24","F","0"
"22P35A0221","R2031024","CONTROL SYSTEMS LAB","12","A+","1.5"
"22P35A0221","R2031025","POWER ELECTRONICS LAB","13","A+","1.5"
"22P35A0221","R2031026","SOFT SKILL COURSE:EMPLOYABILITY SKILLS","0","A+","2"
"22P35A0221","R2031027","ENVIRONMENTAL SCIENCE","29","COMPLE","0"
"22P35A0221","R2031028","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"22P35A0221","R203102B","UTILIZATION OF ELECTRICAL ENERGY","23","D","3"
"22P35A0221","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","20","C","3"
"22P35A0222","R2031021","POWER SYSTEMS-II","21","E","3"
"22P35A0222","R2031022","POWER ELECTRONICS","22","D","3"
"22P35A0222","R2031023","CONTROL SYSTEMS","22","E","3"
"22P35A0222","R2031024","CONTROL SYSTEMS LAB","15","A+","1.5"
"22P35A0222","R2031025","POWER ELECTRONICS LAB","12","A","1.5"
"22P35A0222","R2031026","SOFT SKILL COURSE:EMPLOYABILITY SKILLS","0","A+","2"
"22P35A0222","R2031027","ENVIRONMENTAL SCIENCE","26","COMPLE","0"
"22P35A0222","R2031028","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"22P35A0222","R203102B","UTILIZATION OF ELECTRICAL ENERGY","23","C","3"
"22P35A0222","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","22","D","3"
"22P35A0223","R2031021","POWER SYSTEMS-II","21","A","3"
"22P35A0223","R2031022","POWER ELECTRONICS","22","C","3"
"22P35A0223","R2031023","CONTROL SYSTEMS","23","C","3"
"22P35A0223","R2031024","CONTROL SYSTEMS LAB","13","A","1.5"
"22P35A0223","R2031025","POWER ELECTRONICS LAB","13","A+","1.5"
"22P35A0223","R2031026","SOFT SKILL COURSE:EMPLOYABILITY SKILLS","0","A","2"
"22P35A0223","R2031027","ENVIRONMENTAL SCIENCE","26","COMPLE","0"
"22P35A0223","R2031028","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"22P35A0223","R203102B","UTILIZATION OF ELECTRICAL ENERGY","22","B","3"
"22P35A0223","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","21","D","3"
"22P35A0224","R2031021","POWER SYSTEMS-II","19","D","3"
"22P35A0224","R2031022","POWER ELECTRONICS","21","D","3"
"22P35A0224","R2031023","CONTROL SYSTEMS","23","C","3"
"22P35A0224","R2031024","CONTROL SYSTEMS LAB","13","A","1.5"
"22P35A0224","R2031025","POWER ELECTRONICS LAB","12","A","1.5"
"22P35A0224","R2031026","SOFT SKILL COURSE:EMPLOYABILITY SKILLS","0","A","2"
"22P35A0224","R2031027","ENVIRONMENTAL SCIENCE","25","COMPLE","0"
"22P35A0224","R2031028","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"22P35A0224","R203102B","UTILIZATION OF ELECTRICAL ENERGY","22","C","3"
"22P35A0224","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","18","D","3"
"22P35A0301","R2031031","THERMAL ENGINEERING-II","23","C","3"
"22P35A0301","R2031032","DESIGN OF MACHINE MEMBERS-I","26","C","3"
"22P35A0301","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","C","3"
"22P35A0301","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0301","R2031035","THERMAL ENGINEERING LAB","15","A+","1.5"
"22P35A0301","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0301","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0301","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0301","R203103B","INDUSTRIAL ROBOTICS","24","C","3"
"22P35A0301","R203103H","OPERATIONS RESEARCH","26","D","3"
"22P35A0302","R2031031","THERMAL ENGINEERING-II","28","C","3"
"22P35A0302","R2031032","DESIGN OF MACHINE MEMBERS-I","27","D","3"
"22P35A0302","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","B","3"
"22P35A0302","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0302","R2031035","THERMAL ENGINEERING LAB","15","A+","1.5"
"22P35A0302","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0302","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0302","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0302","R203103B","INDUSTRIAL ROBOTICS","26","D","3"
"22P35A0302","R203103H","OPERATIONS RESEARCH","28","D","3"
"22P35A0303","R2031031","THERMAL ENGINEERING-II","24","E","3"
"22P35A0303","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0303","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","B","3"
"22P35A0303","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0303","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0303","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0303","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","28","COMPLE","0"
"22P35A0303","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0303","R203103B","INDUSTRIAL ROBOTICS","27","D","3"
"22P35A0303","R203103H","OPERATIONS RESEARCH","24","D","3"
"22P35A0304","R2031031","THERMAL ENGINEERING-II","24","A","3"
"22P35A0304","R2031032","DESIGN OF MACHINE MEMBERS-I","23","B","3"
"22P35A0304","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","C","3"
"22P35A0304","R2031034","MACHINE TOOLS LAB","12","A+","1.5"
"22P35A0304","R2031035","THERMAL ENGINEERING LAB","15","A+","1.5"
"22P35A0304","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0304","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","28","COMPLE","0"
"22P35A0304","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0304","R203103B","INDUSTRIAL ROBOTICS","23","C","3"
"22P35A0304","R203103H","OPERATIONS RESEARCH","23","D","3"
"22P35A0305","R2031031","THERMAL ENGINEERING-II","22","C","3"
"22P35A0305","R2031032","DESIGN OF MACHINE MEMBERS-I","22","D","3"
"22P35A0305","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","C","3"
"22P35A0305","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0305","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0305","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0305","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"22P35A0305","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0305","R203103B","INDUSTRIAL ROBOTICS","24","D","3"
"22P35A0305","R203103H","OPERATIONS RESEARCH","26","C","3"
"22P35A0306","R2031031","THERMAL ENGINEERING-II","23","C","3"
"22P35A0306","R2031032","DESIGN OF MACHINE MEMBERS-I","25","D","3"
"22P35A0306","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","C","3"
"22P35A0306","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0306","R2031035","THERMAL ENGINEERING LAB","15","A+","1.5"
"22P35A0306","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0306","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0306","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0306","R203103B","INDUSTRIAL ROBOTICS","25","D","3"
"22P35A0306","R203103H","OPERATIONS RESEARCH","26","D","3"
"22P35A0307","R2031031","THERMAL ENGINEERING-II","20","D","3"
"22P35A0307","R2031032","DESIGN OF MACHINE MEMBERS-I","24","E","3"
"22P35A0307","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0307","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0307","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0307","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0307","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"22P35A0307","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0307","R203103B","INDUSTRIAL ROBOTICS","24","E","3"
"22P35A0307","R203103H","OPERATIONS RESEARCH","22","D","3"
"22P35A0308","R2031031","THERMAL ENGINEERING-II","22","D","3"
"22P35A0308","R2031032","DESIGN OF MACHINE MEMBERS-I","23","D","3"
"22P35A0308","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0308","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0308","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0308","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0308","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0308","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0308","R203103B","INDUSTRIAL ROBOTICS","23","D","3"
"22P35A0308","R203103H","OPERATIONS RESEARCH","25","D","3"
"22P35A0309","R2031031","THERMAL ENGINEERING-II","18","C","3"
"22P35A0309","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0309","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0309","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0309","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0309","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0309","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0309","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0309","R203103B","INDUSTRIAL ROBOTICS","24","D","3"
"22P35A0309","R203103H","OPERATIONS RESEARCH","24","D","3"
"22P35A0310","R2031031","THERMAL ENGINEERING-II","22","D","3"
"22P35A0310","R2031032","DESIGN OF MACHINE MEMBERS-I","19","E","3"
"22P35A0310","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","D","3"
"22P35A0310","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0310","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0310","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0310","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0310","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0310","R203103B","INDUSTRIAL ROBOTICS","22","C","3"
"22P35A0310","R203103H","OPERATIONS RESEARCH","24","C","3"
"22P35A0311","R2031031","THERMAL ENGINEERING-II","20","D","3"
"22P35A0311","R2031032","DESIGN OF MACHINE MEMBERS-I","23","E","3"
"22P35A0311","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","D","3"
"22P35A0311","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0311","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0311","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0311","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0311","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0311","R203103B","INDUSTRIAL ROBOTICS","22","D","3"
"22P35A0311","R203103H","OPERATIONS RESEARCH","23","C","3"
"22P35A0312","R2031031","THERMAL ENGINEERING-II","19","E","3"
"22P35A0312","R2031032","DESIGN OF MACHINE MEMBERS-I","24","C","3"
"22P35A0312","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0312","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0312","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0312","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0312","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0312","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0312","R203103B","INDUSTRIAL ROBOTICS","24","D","3"
"22P35A0312","R203103H","OPERATIONS RESEARCH","25","D","3"
"22P35A0313","R2031031","THERMAL ENGINEERING-II","21","D","3"
"22P35A0313","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0313","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0313","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0313","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0313","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0313","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0313","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0313","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"22P35A0313","R203103H","OPERATIONS RESEARCH","23","D","3"
"22P35A0314","R2031031","THERMAL ENGINEERING-II","25","D","3"
"22P35A0314","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0314","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","26","D","3"
"22P35A0314","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0314","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0314","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0314","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0314","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0314","R203103B","INDUSTRIAL ROBOTICS","23","D","3"
"22P35A0314","R203103H","OPERATIONS RESEARCH","26","C","3"
"22P35A0315","R2031031","THERMAL ENGINEERING-II","23","D","3"
"22P35A0315","R2031032","DESIGN OF MACHINE MEMBERS-I","22","C","3"
"22P35A0315","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","C","3"
"22P35A0315","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0315","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0315","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0315","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","28","COMPLE","0"
"22P35A0315","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0315","R203103B","INDUSTRIAL ROBOTICS","23","D","3"
"22P35A0315","R203103H","OPERATIONS RESEARCH","25","A","3"
"22P35A0316","R2031031","THERMAL ENGINEERING-II","25","D","3"
"22P35A0316","R2031032","DESIGN OF MACHINE MEMBERS-I","23","C","3"
"22P35A0316","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0316","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"22P35A0316","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0316","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0316","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","29","COMPLE","0"
"22P35A0316","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0316","R203103B","INDUSTRIAL ROBOTICS","26","D","3"
"22P35A0316","R203103H","OPERATIONS RESEARCH","24","D","3"
"22P35A0317","R2031031","THERMAL ENGINEERING-II","20","D","3"
"22P35A0317","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0317","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0317","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0317","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0317","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0317","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"22P35A0317","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0317","R203103B","INDUSTRIAL ROBOTICS","25","D","3"
"22P35A0317","R203103H","OPERATIONS RESEARCH","25","C","3"
"22P35A0318","R2031031","THERMAL ENGINEERING-II","23","E","3"
"22P35A0318","R2031032","DESIGN OF MACHINE MEMBERS-I","24","E","3"
"22P35A0318","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","27","D","3"
"22P35A0318","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0318","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0318","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0318","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0318","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0318","R203103B","INDUSTRIAL ROBOTICS","23","D","3"
"22P35A0318","R203103H","OPERATIONS RESEARCH","25","D","3"
"22P35A0319","R2031031","THERMAL ENGINEERING-II","21","D","3"
"22P35A0319","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"22P35A0319","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","D","3"
"22P35A0319","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0319","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0319","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0319","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0319","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0319","R203103B","INDUSTRIAL ROBOTICS","21","D","3"
"22P35A0319","R203103H","OPERATIONS RESEARCH","19","D","3"
"22P35A0320","R2031031","THERMAL ENGINEERING-II","21","E","3"
"22P35A0320","R2031032","DESIGN OF MACHINE MEMBERS-I","24","E","3"
"22P35A0320","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"22P35A0320","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"22P35A0320","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0320","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0320","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0320","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0320","R203103B","INDUSTRIAL ROBOTICS","21","D","3"
"22P35A0320","R203103H","OPERATIONS RESEARCH","24","E","3"
"22P35A0321","R2031031","THERMAL ENGINEERING-II","20","D","3"
"22P35A0321","R2031032","DESIGN OF MACHINE MEMBERS-I","22","D","3"
"22P35A0321","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"22P35A0321","R2031034","MACHINE TOOLS LAB","12","A+","1.5"
"22P35A0321","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0321","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0321","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0321","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0321","R203103B","INDUSTRIAL ROBOTICS","22","D","3"
"22P35A0321","R203103H","OPERATIONS RESEARCH","23","D","3"
"22P35A0322","R2031031","THERMAL ENGINEERING-II","19","D","3"
"22P35A0322","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0322","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","C","3"
"22P35A0322","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0322","R2031035","THERMAL ENGINEERING LAB","11","A","1.5"
"22P35A0322","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0322","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0322","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0322","R203103B","INDUSTRIAL ROBOTICS","22","D","3"
"22P35A0322","R203103H","OPERATIONS RESEARCH","22","C","3"
"22P35A0323","R2031031","THERMAL ENGINEERING-II","22","D","3"
"22P35A0323","R2031032","DESIGN OF MACHINE MEMBERS-I","25","D","3"
"22P35A0323","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","B","3"
"22P35A0323","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0323","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0323","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0323","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"22P35A0323","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0323","R203103B","INDUSTRIAL ROBOTICS","21","D","3"
"22P35A0323","R203103H","OPERATIONS RESEARCH","20","C","3"
"22P35A0324","R2031031","THERMAL ENGINEERING-II","23","D","3"
"22P35A0324","R2031032","DESIGN OF MACHINE MEMBERS-I","22","C","3"
"22P35A0324","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"22P35A0324","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0324","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"22P35A0324","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0324","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"22P35A0324","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0324","R203103B","INDUSTRIAL ROBOTICS","21","D","3"
"22P35A0324","R203103H","OPERATIONS RESEARCH","22","E","3"
"22P35A0325","R2031031","THERMAL ENGINEERING-II","24","B","3"
"22P35A0325","R2031032","DESIGN OF MACHINE MEMBERS-I","21","D","3"
"22P35A0325","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","D","3"
"22P35A0325","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0325","R2031035","THERMAL ENGINEERING LAB","15","A+","1.5"
"22P35A0325","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0325","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"22P35A0325","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0325","R203103B","INDUSTRIAL ROBOTICS","24","D","3"
"22P35A0325","R203103H","OPERATIONS RESEARCH","26","B","3"
"22P35A0326","R2031031","THERMAL ENGINEERING-II","22","E","3"
"22P35A0326","R2031032","DESIGN OF MACHINE MEMBERS-I","22","D","3"
"22P35A0326","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","D","3"
"22P35A0326","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"22P35A0326","R2031035","THERMAL ENGINEERING LAB","15","A+","1.5"
"22P35A0326","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0326","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","28","COMPLE","0"
"22P35A0326","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0326","R203103B","INDUSTRIAL ROBOTICS","24","E","3"
"22P35A0326","R203103H","OPERATIONS RESEARCH","24","E","3"
"22P35A0327","R2031031","THERMAL ENGINEERING-II","22","F","0"
"22P35A0327","R2031032","DESIGN OF MACHINE MEMBERS-I","20","E","3"
"22P35A0327","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","C","3"
"22P35A0327","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"22P35A0327","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"22P35A0327","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"22P35A0327","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","23","COMPLE","0"
"22P35A0327","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"22P35A0327","R203103B","INDUSTRIAL ROBOTICS","23","D","3"
"22P35A0327","R203103H","OPERATIONS RESEARCH","24","D","3"
"22P35A0328","R2031031","THERMAL ENGINEERING-II","20","D","3"
"22P35A0328","R2031032","DESIGN OF MACHINE MEMBERS-I","24","D","3"
"22P35A0328","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
